"sample_name","embryo_no","embryo_phase","status","notes"
"3M14",1,"earlygastrula","typical",NA
"3M14",2,"earlygastrula","typical",NA
"3M14",3,"earlygastrula","typical",NA
"3M14",4,"earlygastrula","typical",NA
"3M14",5,"earlygastrula","typical",NA
"3M14",6,"earlygastrula","uncertain","torn"
"3M14",7,"earlygastrula","typical",NA
"3M14",8,"earlygastrula","typical",NA
"3M14",9,"earlygastrula","typical",NA
"3M14",10,"earlygastrula","typical",NA
"3M14",11,"earlygastrula","malformed",NA
"3M14",12,"earlygastrula","typical",NA
"3M14",13,"earlygastrula","typical",NA
"3M14",14,"earlygastrula","malformed","torn"
"3M14",15,"earlygastrula","typical",NA
