"sample_name","embryo_no","embryo_phase","status","notes"
"10H14",1,"earlygastrula","malformed","disintegrating"
"10H14",2,"earlygastrula","malformed",NA
"10H14",3,"earlygastrula","typical",NA
"10H14",4,"earlygastrula","uncertain","torn"
"10H14",5,"earlygastrula","typical",NA
"10H14",6,"earlygastrula","typical",NA
"10H14",7,"earlygastrula","uncertain","torn"
"10H14",8,"earlygastrula","typical",NA
"10H14",9,"earlygastrula","malformed",NA
"10H14",10,"earlygastrula","typical",NA
"10H14",11,"earlygastrula","typical",NA
"10H14",12,"earlygastrula","typical",NA
"10H14",13,"earlygastrula","typical",NA
"10H14",14,"earlygastrula","uncertain","torn"
"10H14",15,"earlygastrula","malformed","disintegrating"
