"sample_name","embryo_no","embryo_phase","status","notes"
"4M14",1,"earlygastrula","typical",NA
"4M14",2,"earlygastrula","typical",NA
"4M14",3,"earlygastrula","typical",NA
"4M14",4,"earlygastrula","typical",NA
"4M14",5,"earlygastrula","typical",NA
"4M14",6,"earlygastrula","uncertain","torn"
"4M14",7,"earlygastrula","typical",NA
"4M14",8,"earlygastrula","typical",NA
"4M14",9,"earlygastrula","typical",NA
"4M14",10,"earlygastrula","typical",NA
"4M14",11,"earlygastrula","typical",NA
"4M14",12,"earlygastrula","typical",NA
"4M14",13,"earlygastrula","typical",NA
"4M14",14,"earlygastrula","typical",NA
"4M14",15,"earlygastrula","typical",NA
