"sample_name","embryo_no","embryo_phase","status","notes"
"7L14",1,"earlygastrula","uncertain","torn"
"7L14",2,"earlygastrula","typical",NA
"7L14",3,"earlygastrula","typical",NA
"7L14",4,"earlygastrula","uncertain","torn"
"7L14",5,"earlygastrula","typical",NA
"7L14",6,"earlygastrula","typical",NA
"7L14",7,"earlygastrula","typical",NA
"7L14",8,"earlygastrula","typical",NA
"7L14",9,"earlygastrula","uncertain","torn"
"7L14",10,"earlygastrula","typical",NA
"7L14",11,"earlygastrula","typical",NA
"7L14",12,"earlygastrula","uncertain","torn"
"7L14",13,"earlygastrula","typical",NA
"7L14",14,"earlygastrula","typical",NA
"7L14",15,"earlygastrula","typical",NA
