"sample_name","embryo_no","embryo_phase","status","notes"
"6L14",1,"earlygastrula","typical",NA
"6L14",2,"earlygastrula","typical",NA
"6L14",3,"earlygastrula","typical",NA
"6L14",4,"earlygastrula","typical",NA
"6L14",5,"earlygastrula","typical",NA
"6L14",6,"earlygastrula","typical",NA
"6L14",7,"earlygastrula","typical",NA
"6L14",8,"earlygastrula","typical",NA
"6L14",9,"earlygastrula","uncertain","torn"
"6L14",10,"earlygastrula","typical",NA
"6L14",11,"earlygastrula","typical",NA
"6L14",12,"earlygastrula","typical",NA
"6L14",13,"earlygastrula","typical",NA
"6L14",14,"earlygastrula","typical",NA
"6L14",15,"earlygastrula","typical",NA
"6L14",16,"earlygastrula","typical",NA
