"sample_name","embryo_no","embryo_phase","status","notes"
"7M14",1,"earlygastrula","typical",NA
"7M14",2,"earlygastrula","typical",NA
"7M14",3,"earlygastrula","malformed","torn"
"7M14",4,"earlygastrula","typical",NA
"7M14",5,"earlygastrula","typical",NA
"7M14",6,"earlygastrula","typical",NA
"7M14",7,"earlygastrula","uncertain",NA
"7M14",8,"earlygastrula","typical",NA
"7M14",9,"earlygastrula","typical",NA
"7M14",10,"earlygastrula","typical",NA
"7M14",11,"earlygastrula","uncertain","torn"
"7M14",12,"earlygastrula","typical",NA
