"sample_name","embryo_no","embryo_phase","status","notes"
"10H4",1,"cleavage","malformed","disintegrating"
"10H4",2,"egg","typical",NA
"10H4",3,"4to16cell","typical",NA
"10H4",4,"cleavage","typical","incomplete"
"10H4",5,"egg","typical",NA
"10H4",6,"egg","typical",NA
"10H4",7,"4to16cell","typical",NA
"10H4",8,"4to16cell","typical",NA
"10H4",9,"egg","typical",NA
"10H4",10,"4to16cell","typical",NA
"10H4",11,"cleavage","typical",NA
"10H4",12,"cleavage","typical",NA
"10H4",13,"egg","typical",NA
"10H4",14,"cleavage","typical",NA
"10H4",15,"egg","typical",NA
"10H4",16,"egg","typical",NA
"10H4",17,"egg","typical",NA
"10H4",18,"cleavage","typical","incomplete"
"10H4",19,"egg","typical",NA
"10H4",20,"egg","typical",NA
"10H4",21,"cleavage","typical",NA
