"sample_name","embryo_no","embryo_phase","status","notes"
"10C4",1,"cleavage","typical","incomplete"
"10C4",2,"cleavage","typical","incomplete"
"10C4",3,"cleavage","typical","incomplete"
"10C4",4,"cleavage","typical","incomplete"
"10C4",5,"cleavage","typical",NA
"10C4",6,"cleavage","typical",NA
"10C4",7,"cleavage","typical",NA
"10C4",8,"4to16cell","typical",NA
"10C4",9,"egg","typical",NA
"10C4",10,"cleavage","typical",NA
"10C4",11,"egg","typical",NA
"10C4",12,"egg","typical",NA
"10C4",13,"cleavage","typical",NA
"10C4",14,"egg","typical",NA
"10C4",15,"egg","typical",NA
"10C4",16,"4to16cell","typical",NA
"10C4",17,"4to16cell","typical",NA
"10C4",18,"4to16cell","typical",NA
"10C4",19,"4to16cell","typical",NA
"10C4",20,"egg","typical",NA
"10C4",21,"cleavage","typical","incomplete"
"10C4",22,"4to16cell","typical",NA
"10C4",23,"egg","typical",NA
"10C4",24,"egg","typical",NA
"10C4",25,"cleavage","typical",NA
"10C4",26,"4to16cell","typical","incomplete"
"10C4",27,"cleavage","typical",NA
"10C4",28,"4to16cell","typical",NA
"10C4",29,"egg","typical",NA
