"sample_name","embryo_no","embryo_phase","status","notes"
"5L14",1,"earlygastrula","uncertain","torn"
"5L14",2,"earlygastrula","uncertain","torn"
"5L14",3,"earlygastrula","typical",NA
"5L14",4,"earlygastrula","typical",NA
"5L14",5,"earlygastrula","uncertain","torn"
"5L14",6,"earlygastrula","uncertain","torn"
"5L14",7,"earlygastrula","typical",NA
"5L14",8,"earlygastrula","typical",NA
"5L14",9,"earlygastrula","typical",NA
"5L14",10,"earlygastrula","typical",NA
"5L14",11,"earlygastrula","uncertain","disintegrating"
"5L14",12,"earlygastrula","typical",NA
"5L14",13,"earlygastrula","typical",NA
"5L14",14,"earlygastrula","typical",NA
"5L14",15,"earlygastrula","typical",NA
"5L14",16,"earlygastrula","typical",NA
"5L14",17,"earlygastrula","typical",NA
