"sample_name","embryo_no","embryo_phase","status","notes"
"10M14",1,"earlygastrula","typical","torn"
"10M14",2,"earlygastrula","typical","torn"
"10M14",3,"earlygastrula","typical","torn"
"10M14",4,"earlygastrula","typical","torn"
"10M14",5,"earlygastrula","typical","torn"
"10M14",6,"earlygastrula","typical",NA
"10M14",7,"earlygastrula","typical","torn"
"10M14",8,"earlygastrula","typical","torn"
"10M14",9,"earlygastrula","typical",NA
"10M14",10,"earlygastrula","typical","torn"
"10M14",11,"earlygastrula","typical","torn"
"10M14",12,"earlygastrula","typical",NA
"10M14",13,"earlygastrula","typical","torn"
"10M14",14,"earlygastrula","typical","torn"
"10M14",15,"earlygastrula","typical",NA
"10M14",16,"earlygastrula","malformed","disintegrating"
"10M14",17,"earlygastrula","typical","torn"
"10M14",18,"earlygastrula","typical","torn"
"10M14",19,"earlygastrula","typical","torn"
"10M14",20,"earlygastrula","typical","torn"
"10M14",21,"earlygastrula","malformed","disintegrating"
