"sample_name","embryo_no","embryo_phase","status","notes"
"9H14",1,"prawnchip","uncertain","disintegrating"
"9H14",2,"earlygastrula","typical",NA
"9H14",3,"earlygastrula","typical",NA
"9H14",4,"earlygastrula","typical",NA
"9H14",5,"earlygastrula","typical",NA
"9H14",6,"earlygastrula","typical",NA
"9H14",7,"earlygastrula","typical",NA
"9H14",8,"earlygastrula","typical",NA
"9H14",9,"earlygastrula","typical",NA
"9H14",10,"earlygastrula","typical",NA
"9H14",11,"earlygastrula","typical",NA
"9H14",12,"earlygastrula","uncertain","torn"
"9H14",13,"earlygastrula","typical",NA
"9H14",14,"earlygastrula","typical",NA
"9H14",15,"earlygastrula","typical",NA
