"sample_name","embryo_no","embryo_phase","status","notes"
"10M4",1,"cleavage","typical",NA
"10M4",2,"4to16cell","typical",NA
"10M4",3,"4to16cell","typical",NA
"10M4",4,"cleavage","typical",NA
"10M4",5,"cleavage","typical","incomplete"
"10M4",6,"cleavage","typical",NA
"10M4",7,"cleavage","typical",NA
"10M4",8,"cleavage","typical",NA
"10M4",9,"cleavage","typical",NA
"10M4",10,"egg","typical",NA
"10M4",11,"4to16cell","typical",NA
"10M4",12,"egg","typical",NA
"10M4",13,"4to16cell","typical",NA
"10M4",14,"egg","typical",NA
"10M4",15,"egg","typical",NA
"10M4",16,"egg","typical",NA
"10M4",17,"cleavage","malformed","separation"
"10M4",18,"egg","typical",NA
"10M4",19,"egg","typical",NA
"10M4",20,"4to16cell","typical",NA
"10M4",21,"cleavage","typical","incomplete"
"10M4",22,"4to16cell","typical",NA
"10M4",23,"4to16cell","typical","incomplete"
"10M4",24,"4to16cell","typical",NA
"10M4",25,"egg","typical",NA
"10M4",26,"4to16cell","typical",NA
"10M4",27,"cleavage","typical",NA
"10M4",28,"egg","typical",NA
"10M4",29,"cleavage","typical",NA
"10M4",30,"4to16cell","typical",NA
"10M4",31,"4to16cell","typical",NA
