"sample_name","embryo_no","embryo_phase","status","notes"
"3H4",1,"egg","typical",NA
"3H4",2,"egg","typical",NA
"3H4",3,"4to16cell","typical",NA
"3H4",4,"4to16cell","typical",NA
"3H4",5,"cleavage","typical",NA
"3H4",6,"4to16cell","typical",NA
"3H4",7,"egg","typical",NA
"3H4",8,"egg","typical",NA
"3H4",9,"egg","typical",NA
"3H4",10,"egg","typical",NA
"3H4",11,"egg","typical",NA
"3H4",12,"4to16cell","typical",NA
"3H4",13,"egg","typical",NA
"3H4",14,"egg","typical",NA
"3H4",15,"4to16cell","typical",NA
"3H4",16,"4to16cell","typical",NA
"3H4",17,"4to16cell","typical",NA
"3H4",18,"4to16cell","typical",NA
"3H4",19,"egg","typical",NA
"3H4",20,"egg","typical",NA
"3H4",21,"4to16cell","typical",NA
"3H4",22,"egg","typical",NA
"3H4",23,"cleavage","typical",NA
"3H4",24,"egg","typical",NA
"3H4",25,"egg","typical",NA
"3H4",26,"egg","typical",NA
"3H4",27,"egg","typical",NA
"3H4",28,"egg","typical",NA
"3H4",29,"egg","typical",NA
"3H4",30,"4to16cell","typical",NA
