"sample_name","embryo_no","embryo_phase","status","notes"
"5M14",1,"earlygastrula","typical",NA
"5M14",2,"earlygastrula","typical",NA
"5M14",3,"earlygastrula","typical",NA
"5M14",4,"earlygastrula","typical",NA
"5M14",5,"earlygastrula","typical",NA
"5M14",6,"earlygastrula","typical",NA
"5M14",7,"earlygastrula","uncertain","torn"
"5M14",8,"earlygastrula","typical",NA
"5M14",9,"earlygastrula","typical",NA
"5M14",10,"earlygastrula","typical",NA
"5M14",11,"earlygastrula","typical",NA
"5M14",12,"earlygastrula","typical",NA
"5M14",13,"earlygastrula","typical",NA
"5M14",14,"earlygastrula","uncertain","torn"
