"sample_name","embryo_no","embryo_phase","status","notes"
"9C9",1,"prawnchip","malformed","disintegrating"
"9C9",2,"prawnchip","typical",NA
"9C9",3,"cleavage","typical","incomplete"
"9C9",4,"32to64cell","typical",NA
"9C9",5,"prawnchip","malformed","torn"
"9C9",6,"prawnchip","malformed","torn"
"9C9",7,"prawnchip","typical",NA
"9C9",8,"prawnchip","typical",NA
"9C9",9,"prawnchip","typical",NA
"9C9",10,"prawnchip","typical",NA
"9C9",11,"prawnchip","typical",NA
"9C9",12,"prawnchip","typical",NA
"9C9",13,"prawnchip","typical",NA
"9C9",14,"prawnchip","typical",NA
"9C9",15,"prawnchip","typical",NA
"9C9",16,"prawnchip","typical",NA
"9C9",17,"prawnchip","typical",NA
"9C9",18,"prawnchip","malformed","torn"
"9C9",19,"prawnchip","typical",NA
