"sample_name","embryo_no","embryo_phase","status","notes"
"9C14",1,"earlygastrula","malformed","disintegrating"
"9C14",2,"earlygastrula","typical",NA
"9C14",3,"earlygastrula","typical",NA
"9C14",4,"earlygastrula","typical",NA
"9C14",5,"earlygastrula","typical",NA
"9C14",6,"earlygastrula","typical",NA
"9C14",7,"earlygastrula","typical",NA
"9C14",8,"earlygastrula","typical",NA
"9C14",9,"earlygastrula","typical",NA
"9C14",10,"earlygastrula","typical",NA
"9C14",11,"earlygastrula","typical",NA
"9C14",12,"earlygastrula","typical",NA
"9C14",13,"earlygastrula","typical",NA
"9C14",14,"earlygastrula","typical",NA
"9C14",15,"earlygastrula","typical",NA
"9C14",16,"earlygastrula","typical",NA
"9C14",17,"earlygastrula","typical",NA
"9C14",18,"earlygastrula","typical",NA
"9C14",19,"earlygastrula","malformed","torn"
