"sample_name","embryo_no","embryo_phase","status","notes"
"10L14",1,"earlygastrula","typical",NA
"10L14",2,"earlygastrula","malformed","separation"
"10L14",3,"earlygastrula","typical",NA
"10L14",4,"earlygastrula","typical",NA
"10L14",5,"earlygastrula","typical",NA
"10L14",6,"prawnchip","typical",NA
"10L14",7,"earlygastrula","typical",NA
"10L14",8,"earlygastrula","typical",NA
"10L14",9,"earlygastrula","typical",NA
"10L14",10,"earlygastrula","typical",NA
"10L14",11,"earlygastrula","typical",NA
"10L14",12,"earlygastrula","typical",NA
"10L14",13,"earlygastrula","typical",NA
"10L14",14,"earlygastrula","typical",NA
"10L14",15,"egg","malformed","disintegrating"
