"sample_name","embryo_no","embryo_phase","status","notes"
"4L14",1,"earlygastrula","typical",NA
"4L14",2,"earlygastrula","typical",NA
"4L14",3,"earlygastrula","typical",NA
"4L14",4,"earlygastrula","typical",NA
"4L14",5,"earlygastrula","typical",NA
"4L14",6,"earlygastrula","typical",NA
"4L14",7,"earlygastrula","uncertain","torn"
"4L14",8,"earlygastrula","uncertain","torn"
"4L14",9,"earlygastrula","typical",NA
"4L14",10,"earlygastrula","typical",NA
"4L14",11,"earlygastrula","typical",NA
"4L14",12,"earlygastrula","typical",NA
"4L14",13,"earlygastrula","typical",NA
"4L14",14,"earlygastrula","typical",NA
"4L14",15,"earlygastrula","typical",NA
