"sample_name","embryo_no","embryo_phase","status","notes"
"8H14",1,"earlygastrula","typical",NA
"8H14",2,"earlygastrula","typical",NA
"8H14",3,"earlygastrula","typical",NA
"8H14",4,"earlygastrula","typical",NA
"8H14",5,"earlygastrula","typical",NA
"8H14",6,"earlygastrula","typical",NA
"8H14",7,"earlygastrula","typical",NA
"8H14",8,"earlygastrula","typical",NA
"8H14",9,"earlygastrula","typical",NA
"8H14",10,"earlygastrula","typical",NA
"8H14",11,"earlygastrula","typical",NA
"8H14",12,"earlygastrula","typical",NA
"8H14",13,"earlygastrula","uncertain","disintegrating"
"8H14",14,"earlygastrula","typical",NA
"8H14",15,"earlygastrula","typical",NA
