"sample_name","embryo_no","embryo_phase","status","notes"
"4C4",1,"cleavage","typical",NA
"4C4",2,"4to16cell","typical",NA
"4C4",3,"egg","typical",NA
"4C4",4,"cleavage","typical",NA
"4C4",5,"egg","typical",NA
"4C4",6,"egg","typical",NA
"4C4",7,"32to64cell","typical",NA
"4C4",8,"4to16cell","typical","incomplete"
"4C4",9,"egg","typical",NA
"4C4",10,"4to16cell","typical",NA
"4C4",11,"4to16cell","malformed",NA
"4C4",12,"4to16cell","typical",NA
"4C4",13,"32to64cell","typical",NA
"4C4",14,"egg","malformed",NA
"4C4",15,"4to16cell","uncertain",NA
"4C4",16,"cleavage","typical",NA
"4C4",17,"egg","typical",NA
"4C4",18,"egg","typical",NA
"4C4",19,"egg","typical",NA
"4C4",20,"egg","typical",NA
"4C4",21,"cleavage","typical",NA
"4C4",22,"egg","typical",NA
"4C4",23,"egg","typical",NA
"4C4",24,"egg","typical",NA
"4C4",25,"4to16cell","typical",NA
"4C4",26,"cleavage","uncertain","disintegrating"
"4C4",27,"egg","malformed",NA
"4C4",28,"egg","typical",NA
"4C4",29,"egg","typical",NA
"4C4",30,"egg","typical",NA
