"sample_name","embryo_no","embryo_phase","status","notes"
"6H14",1,"earlygastrula","typical",NA
"6H14",2,"earlygastrula","typical",NA
"6H14",3,"earlygastrula","typical",NA
"6H14",4,"earlygastrula","typical",NA
"6H14",5,"prawnchip","malformed",NA
"6H14",6,"earlygastrula","typical",NA
"6H14",7,"earlygastrula","typical",NA
"6H14",8,"earlygastrula","uncertain","torn"
"6H14",9,"earlygastrula","typical",NA
"6H14",10,"earlygastrula","typical",NA
"6H14",11,"earlygastrula","typical",NA
"6H14",12,"prawnchip","malformed",NA
"6H14",13,"earlygastrula","typical",NA
"6H14",14,"earlygastrula","typical",NA
