"sample_name","embryo_no","embryo_phase","status","notes"
"8M4",1,"4to16cell","typical",NA
"8M4",2,"egg","typical",NA
"8M4",3,"4to16cell","typical",NA
"8M4",4,"4to16cell","malformed","separation"
"8M4",5,"4to16cell","typical",NA
"8M4",6,"4to16cell","typical",NA
"8M4",7,"cleavage","typical",NA
"8M4",8,"4to16cell","typical",NA
"8M4",9,"cleavage","malformed","separation"
"8M4",10,"cleavage","typical",NA
"8M4",11,"4to16cell","typical",NA
"8M4",12,"cleavage","typical",NA
"8M4",13,"4to16cell","typical",NA
"8M4",14,"cleavage","malformed","separation"
"8M4",15,"4to16cell","malformed","separation"
"8M4",16,"4to16cell","typical",NA
"8M4",17,"cleavage","malformed","separation"
"8M4",18,"cleavage","typical",NA
"8M4",19,"egg","typical",NA
"8M4",20,"cleavage","typical",NA
"8M4",21,"cleavage","malformed",NA
