"sample_name","embryo_no","embryo_phase","status","notes"
"10L4",1,"egg","typical",NA
"10L4",2,"egg","typical",NA
"10L4",3,"cleavage","typical",NA
"10L4",4,"4to16cell","typical",NA
"10L4",5,"egg","typical",NA
"10L4",6,"cleavage","typical",NA
"10L4",7,"4to16cell","typical",NA
"10L4",8,"cleavage","typical",NA
"10L4",9,"egg","typical",NA
"10L4",10,"egg","typical",NA
"10L4",11,"4to16cell","typical",NA
"10L4",12,"cleavage","typical","incomplete"
"10L4",13,"4to16cell","typical",NA
"10L4",14,"4to16cell","typical",NA
"10L4",15,"egg","typical",NA
"10L4",16,"cleavage","typical",NA
"10L4",17,"4to16cell","typical",NA
"10L4",18,"cleavage","typical",NA
"10L4",19,"4to16cell","typical",NA
"10L4",20,"egg","typical",NA
"10L4",21,"cleavage","typical",NA
"10L4",22,"4to16cell","typical",NA
"10L4",23,"egg","typical",NA
"10L4",24,"4to16cell","typical",NA
"10L4",25,"cleavage","malformed","separation"
"10L4",26,"egg","typical",NA
"10L4",27,"4to16cell","typical",NA
