"sample_name","embryo_no","embryo_phase","status","notes"
"2L4",1,"egg","typical",NA
"2L4",2,"egg","typical",NA
"2L4",3,"egg","typical",NA
"2L4",4,"egg","typical",NA
"2L4",5,"egg","typical",NA
"2L4",6,"egg","typical",NA
"2L4",7,"egg","typical",NA
"2L4",8,"egg","typical",NA
"2L4",9,"egg","typical",NA
"2L4",10,"egg","typical",NA
"2L4",11,"egg","typical",NA
"2L4",12,"egg","typical",NA
"2L4",13,"egg","typical",NA
"2L4",14,"egg","typical",NA
"2L4",15,"egg","typical",NA
"2L4",16,"egg","typical",NA
"2L4",17,"egg","typical",NA
"2L4",18,"egg","typical",NA
"2L4",19,"egg","typical",NA
"2L4",20,"egg","typical","torn"
"2L4",21,"egg","typical",NA
"2L4",22,"egg","typical",NA
"2L4",23,"egg","typical",NA
"2L4",24,"egg","typical",NA
"2L4",25,"egg","typical",NA
"2L4",26,"egg","typical",NA
"2L4",27,"egg","typical",NA
"2L4",28,"egg","typical",NA
"2L4",29,"egg","typical",NA
"2L4",30,"egg","typical",NA
"2L4",31,"egg","typical",NA
"2L4",32,"egg","typical",NA
"2L4",33,"egg","typical",NA
"2L4",34,"egg","typical",NA
